appid;name;release_date;developer;publisher;platforms;categories;genres;positive_ratings;negative_ratings;average_playtime;median_playtime;owners;min_owners;max_owners;price
27330;Blacklight: Tango Down;14/07/2010;Zombie Studios;Ignition Entertainment;windows;"Single-player;Multi-player;Co-op;Partial Controller Support";Action;132;209;129;193;50000-100000;50000;100000;0.79
27400;Dangerous High School Girls in Trouble!™;23/02/2009;Mousechief;Mousechief;"windows;mac";Single-player;"RPG;Indie;Casual";111;63;105;105;100000-200000;100000;200000;14.99
27600;Mevo and The Grooveriders;20/03/2009;Red Rocket Games;Red Rocket Games;windows;"Single-player;Steam Achievements";"Indie;Casual";23;2;0;0;0-20000;0;20000;5.99
27800;Space Giraffe;19/03/2009;Llamasoft LTD;Llamasoft LTD;windows;Single-player;Indie;36;17;0;0;20000-50000;20000;50000;6.99
27810;Gridrunner Revolution;22/02/2010;Llamasoft LTD;Llamasoft LTD;windows;"Single-player;Partial Controller Support";Indie;36;9;9;9;20000-50000;20000;50000;5.99
27900;Twin Sector;16/09/2009;DnS Development;DnS Development;windows;Single-player;"Action;Adventure";88;150;0;0;50000-100000;50000;100000;3.99
27920;Booster Trooper;23/04/2010;DnS Development;DnS Development;windows;"Single-player;Multi-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards";"Action;Indie";91;94;10;10;20000-50000;20000;50000;1.69
27940;Dead Horde;27/07/2011;DnS Development;DnS Development;windows;"Single-player;Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards";"Action;Indie";206;406;82;82;50000-100000;50000;100000;4.79
28000;Kane & Lynch 2: Dog Days;17/08/2010;IO Interactive;Square Enix;windows;"Single-player;Multi-player;Co-op;Steam Achievements;Steam Leaderboards";Action;2822;1919;282;301;500000-1000000;500000;1000000;7.99
29120;Yumsters 2: Around the World;12/11/2009;KranX Productions;KranX Productions;windows;Single-player;"Indie;Casual";53;26;0;0;20000-50000;20000;50000;3.99
29130;Musaic Box;19/03/2009;KranX Productions;KranX Productions;windows;Single-player;"Indie;Casual";178;12;0;0;20000-50000;20000;50000;3.99
29160;Blueberry Garden;01/06/2009;Erik Svedäng;Erik Svedäng;"windows;mac;linux";Single-player;"Adventure;Indie";96;28;9;9;20000-50000;20000;50000;3.99
29180;Osmos;18/08/2009;Hemisphere Games;Hemisphere Games;"windows;mac;linux";"Single-player;Steam Achievements";"Indie;Casual";857;105;27;27;500000-1000000;500000;1000000;6.99
29800;Caster;19/03/2009;Elecorn;Elecorn;"windows;mac";"Single-player;Steam Trading Cards;Partial Controller Support";"Action;Adventure;Casual;Indie;RPG;Strategy";3277;868;120;160;200000-500000;200000;500000;0.99
29900;Dark Sector;24/03/2009;Digital Extremes;ND Games;windows;"Single-player;Multi-player;Partial Controller Support";Action;337;96;0;0;50000-100000;50000;100000;6.99
31270;Puzzle Agent;01/07/2010;Telltale Games;Telltale Games;"windows;mac";Single-player;"Adventure;Casual";1574;214;69;110;500000-1000000;500000;1000000;3.99
31300;Tunnel Rats;15/05/2009;Replay Studios;Boll AG;windows;Single-player;Action;11;19;0;0;0-20000;0;20000;15.99
31800;Nancy Drew®: Danger by Design;10/10/2009;HeR Interactive;HeR Interactive;windows;Single-player;Adventure;15;9;0;0;0-20000;0;20000;5.19
31810;Nancy Drew®: Last Train to Blue Moon Canyon;10/10/2009;HeR Interactive;HeR Interactive;windows;Single-player;Adventure;50;4;0;0;20000-50000;20000;50000;5.19
31820;Nancy Drew®: The Haunted Carousel;10/10/2009;HeR Interactive;HeR Interactive;windows;Single-player;Adventure;35;6;0;0;0-20000;0;20000;5.19
31830;Nancy Drew®: Curse of Blackmoor Manor;10/10/2009;HeR Interactive;HeR Interactive;windows;Single-player;Adventure;66;7;0;0;20000-50000;20000;50000;5.19
31840;Nancy Drew®: Danger on Deception Island;10/10/2009;HeR Interactive;HeR Interactive;windows;Single-player;Adventure;32;2;0;0;0-20000;0;20000;5.19
31850;Nancy Drew®: Ghost Dogs of Moon Lake;10/10/2009;HeR Interactive;HeR Interactive;windows;Single-player;Adventure;34;4;0;0;0-20000;0;20000;5.19
31860;Nancy Drew®: Legend of the Crystal Skull;17/07/2009;HeR Interactive;HeR Interactive;windows;Single-player;Adventure;24;3;0;0;0-20000;0;20000;5.19
31870;Nancy Drew® Dossier: Lights, Camera, Curses!;17/07/2009;HeR Interactive;HeR Interactive;windows;Single-player;"Adventure;Casual";10;12;0;0;0-20000;0;20000;5.19
31880;Nancy Drew®: Secret of the Old Clock;10/10/2009;HeR Interactive;HeR Interactive;windows;Single-player;Adventure;28;2;0;0;0-20000;0;20000;5.19
31890;Nancy Drew®: Secret of the Scarlet Hand;10/10/2009;HeR Interactive;HeR Interactive;windows;Single-player;Action;20;3;0;0;0-20000;0;20000;5.19
31900;Nancy Drew®: The Creature of Kapu Cave;17/07/2009;HeR Interactive;HeR Interactive;windows;Single-player;Adventure;19;7;0;0;0-20000;0;20000;5.19
31910;Nancy Drew®: The Haunting of Castle Malloy;17/07/2009;HeR Interactive;HeR Interactive;windows;Single-player;Adventure;26;6;0;0;0-20000;0;20000;5.19
31920;Nancy Drew®: The Phantom of Venice;17/07/2009;HeR Interactive;HeR Interactive;windows;Single-player;Adventure;19;6;0;0;0-20000;0;20000;5.19
31930;Nancy Drew®: The White Wolf of Icicle Creek;17/07/2009;HeR Interactive;HeR Interactive;windows;Single-player;Adventure;27;9;0;0;0-20000;0;20000;5.19
31980;Nancy Drew®: Ransom of the Seven Ships;21/07/2009;HeR Interactive;HeR Interactive;windows;"Single-player;Steam Achievements";Adventure;18;9;0;0;0-20000;0;20000;5.19
32000;Raycatcher;17/04/2009;"Thinking Studios;Slam Dunk Studios";Thinking Studios;windows;Single-player;"Indie;Casual";0;13;0;0;0-20000;0;20000;3.99
32110;LUXOR: Mah Jong;13/07/2009;MumboJumbo;MumboJumbo;"windows;mac";Single-player;Casual;43;13;0;0;50000-100000;50000;100000;5.99
32120;Chainz 2: Relinked;13/07/2009;MumboJumbo;MumboJumbo;windows;Single-player;Casual;24;18;0;0;0-20000;0;20000;6.99
32140;Midnight Mysteries;28/09/2009;MumboJumbo;MumboJumbo;windows;Single-player;"Adventure;Casual";89;40;0;0;50000-100000;50000;100000;5.99
32150;Everyday Genius: SquareLogic;21/10/2009;TrueThought;TrueThought;windows;"Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards";"Casual;Indie;Strategy";303;6;0;0;0-20000;0;20000;3.99
32160;Zombie Bowl-o-Rama;15/10/2009;MumboJumbo;MumboJumbo;windows;"Single-player;Multi-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards";"Sports;Casual";244;44;0;0;50000-100000;50000;100000;6.99
32200;Metal Drift;22/10/2009;Black Jacket Studios;Black Jacket Studios;windows;"Single-player;Multi-player;Steam Achievements";"Action;Indie;Racing;Sports";81;45;91;173;20000-50000;20000;50000;6.99
32310;Indiana Jones® and the Last Crusade™;08/07/2009;LucasArts;"LucasArts;Lucasfilm;Disney Interactive";"windows;mac";Single-player;Adventure;121;32;97;194;100000-200000;100000;200000;4.79
32330;LEGO® Indiana Jones™: The Original Adventures;08/07/2009;Traveller's Tales;"LucasArts;Lucasfilm;Disney Interactive";windows;"Single-player;Local Co-op;Shared/Split Screen;Partial Controller Support;Steam Cloud";"Action;Adventure";305;87;0;0;50000-100000;50000;100000;15.49
32340;LOOM™;08/07/2009;LucasArts;"LucasArts;Lucasfilm;Disney Interactive";"windows;mac";"Single-player;Steam Cloud";Adventure;306;41;14;28;100000-200000;100000;200000;4.79
32350;STAR WARS™ Starfighter™;08/07/2009;LucasArts;"LucasArts;Lucasfilm;Disney Interactive";windows;"Single-player;Partial Controller Support;Steam Cloud";"Action;Simulation";221;235;6;8;500000-1000000;500000;1000000;4.79
32360;The Secret of Monkey Island: Special Edition;15/07/2009;LucasArts;"LucasArts;Lucasfilm;Disney Interactive";windows;"Single-player;Full controller support;Steam Cloud";Adventure;2156;115;58;94;500000-1000000;500000;1000000;7.19
32370;STAR WARS™ - Knights of the Old Republic™;05/09/2009;"BioWare;Aspyr (Mac)";"LucasArts;Aspyr (Mac);Disney Interactive;Lucasfilm";"windows;mac";"Single-player;Steam Cloud";"Adventure;RPG";11569;1590;660;400;2000000-5000000;2000000;5000000;7.19
32380;STAR WARS™ Jedi Knight: Dark Forces II;16/09/2009;LucasArts;"LucasArts;Lucasfilm;Disney Interactive";windows;"Single-player;Multi-player;Local Multi-Player;Partial Controller Support;Steam Cloud";Action;777;315;141;221;1000000-2000000;1000000;2000000;4.79
32390;STAR WARS™ Jedi Knight - Mysteries of the Sith™;16/09/2009;LucasArts;"LucasArts;Lucasfilm;Disney Interactive";windows;"Single-player;Multi-player;Partial Controller Support;Steam Cloud";Action;366;192;30;30;500000-1000000;500000;1000000;2.09
32400;STAR WARS™ - Dark Forces;16/09/2009;LucasArts;"LucasArts;Lucasfilm;Disney Interactive";"windows;mac";"Single-player;Steam Cloud";Action;1501;171;99;101;1000000-2000000;1000000;2000000;4.79
32410;Lucidity™;07/10/2009;LucasArts;"LucasArts;Lucasfilm;Disney Interactive";windows;"Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards";Casual;37;16;0;0;20000-50000;20000;50000;4.79
32420;STAR WARS™: The Clone Wars - Republic Heroes™;06/10/2009;Krome Studios;"LucasArts;Lucasfilm;Disney Interactive";windows;"Single-player;Shared/Split Screen;Partial Controller Support";Action;166;279;2;2;500000-1000000;500000;1000000;15.49
32430;STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition;15/12/2009;"LucasArts;Aspyr Studios";"LucasArts;Aspyr (Mac);Lucasfilm;Disney Interactive";"windows;mac";"Single-player;Partial Controller Support;Steam Cloud";Action;2287;1389;195;175;1000000-2000000;1000000;2000000;15.49
32440;LEGO® Star Wars™ - The Complete Saga;12/11/2009;"Traveller's Tales;Feral Interactive (Mac)";"LucasArts;Lucasfilm;Disney Interactive;Feral Interactive (Mac)";"windows;mac";"Single-player;Shared/Split Screen;Full controller support;Steam Cloud";Adventure;3033;256;243;266;500000-1000000;500000;1000000;15.49
32450;LEGO® Indiana Jones™ 2: The Adventure Continues;18/02/2010;Traveller's Tales;"LucasArts;Lucasfilm;Disney Interactive";windows;"Single-player;Shared/Split Screen;Partial Controller Support;Steam Cloud";Adventure;163;58;0;0;50000-100000;50000;100000;15.49
32460;Monkey Island™ 2 Special Edition: LeChuck’s Revenge™;07/07/2010;LucasArts;"LucasArts;Lucasfilm;Disney Interactive";windows;"Single-player;Steam Achievements;Full controller support;Steam Cloud";Adventure;1194;63;0;0;200000-500000;200000;500000;7.19
32470;STAR WARS™ Empire at War - Gold Pack;25/05/2010;Petroglyph;"LucasArts;Lucasfilm;Disney Interactive";windows;"Single-player;Multi-player;Online Multi-Player;Steam Cloud";Strategy;6526;396;395;219;1000000-2000000;1000000;2000000;15.49
32500;STAR WARS™: The Force Unleashed™ II;23/11/2010;Aspyr Studios;"LucasArts;Lucasfilm;Disney Interactive";windows;"Single-player;Partial Controller Support;Steam Cloud";Action;1880;1348;249;365;1000000-2000000;1000000;2000000;15.49
32510;LEGO® Star Wars™ III - The Clone Wars™;22/03/2011;Traveller's Tales;"LucasArts;Lucasfilm;Disney Interactive";windows;"Single-player;Local Co-op;Shared/Split Screen;Partial Controller Support;Steam Cloud";"Action;Adventure";825;140;196;294;200000-500000;200000;500000;15.49
32610;Delta Force Xtreme 2;18/06/2009;NovaLogic;"NovaLogic;THQ Nordic";windows;"Single-player;Multi-player";Action;50;36;0;0;0-20000;0;20000;14.99
32620;Delta Force;18/06/2009;NovaLogic;"NovaLogic;THQ Nordic";windows;Single-player;Action;220;24;0;0;20000-50000;20000;50000;3.99
32630;Delta Force 2;18/06/2009;NovaLogic;"NovaLogic;THQ Nordic";windows;"Single-player;Multi-player";Action;166;26;0;0;20000-50000;20000;50000;3.99
32640;Delta Force Land Warrior;18/06/2009;NovaLogic;"NovaLogic;THQ Nordic";windows;"Single-player;Multi-player";Action;121;11;0;0;20000-50000;20000;50000;6.99
32650;Delta Force: Task Force Dagger;18/06/2009;NovaLogic;"NovaLogic;THQ Nordic";windows;"Single-player;Multi-player";Action;58;14;0;0;20000-50000;20000;50000;6.99
32660;Delta Force: Xtreme;18/06/2009;NovaLogic;"NovaLogic;THQ Nordic";windows;"Single-player;Multi-player";Action;41;14;0;0;0-20000;0;20000;14.99
32670;Delta Force: Black Hawk Down;18/06/2009;NovaLogic;"NovaLogic;THQ Nordic";windows;"Single-player;Multi-player";Action;258;23;0;0;20000-50000;20000;50000;0.0
32680;Delta Force — Black Hawk Down: Team Sabre;18/06/2009;Ritual Entertainment;"NovaLogic;THQ Nordic";windows;"Single-player;Multi-player";Action;167;17;0;0;20000-50000;20000;50000;0.0
32710;Armored Fist 3;18/06/2009;NovaLogic;"NovaLogic;THQ Nordic";windows;"Single-player;Multi-player;Co-op";Simulation;27;8;0;0;20000-50000;20000;50000;6.99
32720;F-16 Multirole Fighter;18/06/2009;NovaLogic;"NovaLogic;THQ Nordic";windows;"Single-player;Multi-player";Simulation;36;13;0;0;20000-50000;20000;50000;6.99
32730;F-22 Lightning 3;18/06/2009;NovaLogic;"NovaLogic;THQ Nordic";windows;"Single-player;Multi-player";Simulation;47;27;0;0;20000-50000;20000;50000;6.99
32740;MiG-29 Fulcrum;01/06/2009;NovaLogic;"NovaLogic;THQ Nordic";windows;"Single-player;Multi-player";Simulation;33;8;0;0;20000-50000;20000;50000;6.99
32750;Comanche 4;18/06/2009;NovaLogic;"NovaLogic;THQ Nordic";windows;"Single-player;Multi-player";"Action;Simulation";93;16;0;0;20000-50000;20000;50000;6.99
32760;Tachyon: The Fringe;18/06/2009;NovaLogic;"NovaLogic;THQ Nordic";windows;"Single-player;Multi-player";Simulation;102;15;0;0;20000-50000;20000;50000;6.99
32770;Joint Operations: Combined Arms Gold;29/09/2009;NovaLogic;"NovaLogic;THQ Nordic";windows;"Single-player;Multi-player;Co-op";Action;121;17;0;0;0-20000;0;20000;14.99
32900;Restaurant Empire II;27/05/2009;Enlight Software Limited;Enlight Software Limited;windows;Single-player;"Casual;Indie;Simulation;Strategy";112;65;0;0;50000-100000;50000;100000;13.99
33100;Alien Shooter;27/05/2009;Sigma Team Inc.;Sigma Team Inc.;windows;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards";"Action;Indie;RPG";815;92;0;0;200000-500000;200000;500000;3.99
33110;Alien Shooter: Revisited;27/05/2009;Sigma Team Inc.;Sigma Team Inc.;windows;"Single-player;Steam Trading Cards";"Action;Indie;RPG";150;79;0;0;200000-500000;200000;500000;3.99
33120;Alien Shooter 2: Reloaded;27/05/2009;Sigma Team Inc.;Sigma Team Inc.;windows;"Single-player;Steam Trading Cards";"Action;Indie;RPG";995;84;169;169;200000-500000;200000;500000;3.99
33130;Zombie Shooter;27/05/2009;Sigma Team Inc.;Sigma Team Inc.;windows;Single-player;"Action;Indie;RPG";410;73;137;137;100000-200000;100000;200000;3.99
33180;Zombie Shooter 2;18/11/2009;Sigma Team Inc.;Sigma Team Inc.;windows;Single-player;"Action;Indie;RPG";291;85;247;247;100000-200000;100000;200000;7.19
33230;Assassin's Creed 2 Deluxe Edition;04/03/2010;Ubisoft Montreal;Ubisoft;windows;Single-player;"Action;Adventure";14861;2639;1046;1323;1000000-2000000;1000000;2000000;8.59
33320;Prince of Persia: The Forgotten Sands™;10/06/2010;Ubisoft Montreal;Ubisoft;windows;Single-player;"Action;Adventure";511;263;328;328;200000-500000;200000;500000;8.59
33390;Zeit²;12/01/2011;Brightside Games;Ubisoft;windows;"Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards";"Action;Indie";26;7;0;0;0-20000;0;20000;8.59
33460;From Dust;17/08/2011;Ubisoft Montpellier;Ubisoft;windows;Single-player;"Adventure;Simulation";1356;750;358;399;200000-500000;200000;500000;8.59
33520;Tropico Reloaded;24/07/2009;"PopTop Software;BreakAway Games;Frog City Software";Kalypso Media Digital;windows;Single-player;"Simulation;Strategy";412;60;0;0;200000-500000;200000;500000;5.99
33570;Patrician III;18/11/2010;Ascaron Entertainment ltd.;Kalypso Media Digital;windows;Single-player;"RPG;Simulation;Strategy";289;86;149;149;100000-200000;100000;200000;3.99
33600;Broken Sword 2 - the Smoking Mirror: Remastered;02/12/2009;Revolution Software Ltd;Revolution Software Ltd;"windows;mac;linux";Single-player;Adventure;432;51;1330;1428;200000-500000;200000;500000;4.99
33610;Broken Sword 3 - the Sleeping Dragon;02/12/2009;Revolution Software Ltd;Revolution Software Ltd;windows;"Single-player;Partial Controller Support";Adventure;181;167;9;9;100000-200000;100000;200000;4.99
33620;Crash Time 3;25/11/2009;Synetic;Kalypso Media Digital;windows;"Single-player;Multi-player";"Action;Racing";228;64;0;0;20000-50000;20000;50000;3.99
33650;Puzzler World;28/05/2010;Ideas Pad;Puzzler;windows;"Single-player;Steam Achievements;Steam Leaderboards";Casual;299;37;0;0;50000-100000;50000;100000;4.99
33660;Ziro;28/05/2010;Kokakiki;Kalypso Media Digital;windows;"Single-player;Multi-player;Steam Achievements;Steam Leaderboards";"Casual;Indie";21;7;0;0;0-20000;0;20000;4.99
33670;Disciples III - Renaissance Steam Special Edition;13/07/2010;"Akella;.dat";Kalypso Media Digital;windows;"Single-player;Multi-player;Steam Achievements";"Strategy;RPG";166;134;2486;2486;100000-200000;100000;200000;9.99
33680;eversion;07/06/2010;Zaratustra Productions;Zaratustra Productions;"windows;mac;linux";"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards";Indie;955;92;466;466;50000-100000;50000;100000;3.99
33760;The Search for Amelia Earhart;22/02/2010;Bamtang;"ValuSoft;Retroism";windows;Single-player;Casual;1;4;0;0;0-20000;0;20000;4.99
33770;Drakensang: The River of Time;16/02/2011;DTP;Valusoft;windows;Single-player;RPG;154;37;0;0;50000-100000;50000;100000;14.99
33790;Elizabeth Find M.D. - Diagnosis Mystery - Season 2;09/06/2011;Gunnar Games, Inc.;ValuSoft;"windows;mac";Single-player;Casual;16;13;0;0;0-20000;0;20000;14.99
33900;Arma 2;29/06/2009;Bohemia Interactive;Bohemia Interactive;windows;"Single-player;Multi-player;Co-op;Captions available;Partial Controller Support;Includes level editor";"Action;Simulation;Strategy";1728;357;752;1263;1000000-2000000;1000000;2000000;7.99
33930;Arma 2: Operation Arrowhead;29/06/2010;Bohemia Interactive;Bohemia Interactive;windows;"Single-player;Multi-player;Co-op;Captions available;Partial Controller Support;Includes level editor";"Action;Simulation;Strategy";17683;1519;8488;1120;2000000-5000000;2000000;5000000;11.99
33950;Fish Fillets 2;05/11/2010;Altar Games;Bohemia Interactive;windows;Single-player;"Casual;Indie";151;56;0;0;100000-200000;100000;200000;3.99
33980;Pound of Ground;05/11/2010;Centauri Production;Bohemia Interactive;windows;"Single-player;Steam Achievements;Steam Cloud;Stats";Action;78;49;0;0;20000-50000;20000;50000;8.99
33990;Alternativa;05/11/2010;Centauri Production;Bohemia Interactive;windows;"Single-player;Steam Cloud";Adventure;83;86;0;0;20000-50000;20000;50000;9.99
